depth,branching,size,growth_30m,burstiness,label,event,root_id
2,9,11,3,0.4242,0,charliehebdo,553168792017457154
1,1,2,1,0.0,0,charliehebdo,553169114102247424
2,6,8,4,0.2211,0,charliehebdo,553169577228926976
3,14,21,16,0.1052,0,charliehebdo,553169622762262529
8,16,25,12,0.2414,0,charliehebdo,553170912129056770
4,16,23,20,0.531,0,charliehebdo,553170984824733698
1,16,17,6,0.3915,0,charliehebdo,553171056589279233
1,18,19,13,0.5522,0,charliehebdo,553171741804359680
8,15,24,12,0.005,0,charliehebdo,553171841913602048
2,11,14,10,0.214,0,charliehebdo,553171877464920064
1,2,3,2,-0.3621,0,charliehebdo,553171989385728000
4,15,22,16,0.4851,0,charliehebdo,553172148085620738
1,3,4,2,0.052,0,charliehebdo,553172543470043136
2,14,16,4,0.4623,0,charliehebdo,553172609211596800
2,8,10,5,0.4496,0,charliehebdo,553172769819852800
1,3,4,4,-0.2157,0,charliehebdo,553172900270727169
2,10,12,1,0.2457,0,charliehebdo,553173371043995648
5,17,29,23,0.4654,0,charliehebdo,553173501369389056
3,13,20,19,0.3544,0,charliehebdo,553173654121742336
1,10,11,2,0.4954,0,charliehebdo,553174247506706432
19,16,205,53,0.8212,0,charliehebdo,553174338380517376
2,22,24,18,0.5718,0,charliehebdo,553174353735872512
2,11,13,11,0.3357,0,charliehebdo,553174536028303360
2,10,12,9,0.2163,0,charliehebdo,553174607604482048
3,4,7,1,0.0227,0,charliehebdo,553174639158231041
2,12,14,12,0.4736,0,charliehebdo,553174713061892097
1,19,20,13,0.14,0,charliehebdo,553174789561389056
1,20,21,9,0.2241,0,charliehebdo,553175336926449664
3,15,21,14,0.1116,0,charliehebdo,553175451506855936
1,10,11,7,0.2425,0,charliehebdo,553175550231986177
2,16,18,12,0.5527,0,charliehebdo,553175714128990208
1,7,8,7,-0.0152,0,charliehebdo,553176976698376192
7,22,32,19,0.5176,0,charliehebdo,553177082566836225
12,7,70,11,0.6282,0,charliehebdo,553177099843149824
1,14,15,10,0.5159,0,charliehebdo,553177321218514944
0,0,1,1,0.0,0,charliehebdo,553177465883873280
2,15,18,10,0.4492,0,charliehebdo,553177822312013825
1,11,12,9,0.4354,0,charliehebdo,553177833686589440
5,12,23,20,0.6294,0,charliehebdo,553178273895956480
9,8,17,16,0.4569,0,charliehebdo,553178341596233728
7,10,31,17,0.5935,0,charliehebdo,553180005514366976
1,5,6,4,-0.0244,0,charliehebdo,553180071775993857
19,8,59,24,0.6082,0,charliehebdo,553180236591169536
1,8,9,5,0.1745,0,charliehebdo,553180503969644544
2,4,6,2,-0.0779,0,charliehebdo,553180729254113280
10,13,41,1,0.6841,0,charliehebdo,553181386069143552
2,4,6,4,0.1164,0,charliehebdo,553181500104269824
1,4,5,5,0.1557,0,charliehebdo,553181586829484034
10,5,47,9,0.6507,0,charliehebdo,553181899662049281
10,6,20,1,0.508,0,charliehebdo,553181902543126529
19,5,32,7,0.0165,0,charliehebdo,553181997041217537
6,9,15,6,0.5158,0,charliehebdo,553182566564757504
3,16,21,3,0.0451,0,charliehebdo,553182889379397632
1,19,20,11,0.2195,0,charliehebdo,553183067670843392
2,8,10,4,0.0662,0,charliehebdo,553183099610095616
2,8,10,5,0.2498,0,charliehebdo,553183420499894272
2,18,21,9,0.1949,0,charliehebdo,553184082277187585
6,5,14,2,0.3542,0,charliehebdo,553184390260338688
4,6,13,12,0.32,0,charliehebdo,553184451774402560
1,1,2,1,0.0,0,charliehebdo,553185062829948928
19,11,57,15,0.5607,0,charliehebdo,553185404657352704
3,16,20,13,0.0467,0,charliehebdo,553185716218650624
4,14,20,9,0.5389,0,charliehebdo,553185825065009153
1,4,5,4,0.1658,0,charliehebdo,553185854165114882
7,12,30,2,0.4572,0,charliehebdo,553186026811039745
2,16,18,15,0.2523,0,charliehebdo,553186457121472512
1,8,9,4,0.3663,0,charliehebdo,553186515359379457
1,9,10,7,0.3121,0,charliehebdo,553186577850335232
1,16,17,2,0.4315,0,charliehebdo,553186670871597056
1,7,8,3,0.1429,0,charliehebdo,553186739326812161
4,8,21,18,0.4959,0,charliehebdo,553187282295877632
1,10,11,4,0.424,0,charliehebdo,553187649943384064
1,9,10,7,0.3165,0,charliehebdo,553187683510812672
8,4,22,3,0.6146,0,charliehebdo,553187959835725824
0,0,1,1,0.0,0,charliehebdo,553187990953295872
1,3,4,3,0.0878,0,charliehebdo,553188115033387008
4,19,23,20,0.3218,0,charliehebdo,553188214522249217
1,5,6,4,0.0354,0,charliehebdo,553188225691684864
8,12,31,4,0.362,0,charliehebdo,553188974811185152
1,5,6,5,0.2734,0,charliehebdo,553189024941481985
3,14,20,14,0.0892,0,charliehebdo,553189165509394432
5,7,14,1,0.3471,0,charliehebdo,553189490521812992
18,17,57,18,0.671,0,charliehebdo,553189526177579008
17,11,82,20,0.7127,0,charliehebdo,553189840913989633
14,7,25,2,0.3839,0,charliehebdo,553190655011205120
5,16,25,21,0.5877,0,charliehebdo,553190729447919616
2,19,23,21,0.6296,0,charliehebdo,553191800408911872
1,4,5,3,-0.1246,0,charliehebdo,553192366098898945
7,10,27,20,0.6583,0,charliehebdo,553192373728342016
4,13,22,14,0.1121,0,charliehebdo,553192641328734208
2,17,22,11,0.0066,0,charliehebdo,553193210269298688
11,9,33,17,0.5548,0,charliehebdo,553193480319942656
3,18,21,17,0.5316,0,charliehebdo,553193866057506817
3,15,18,5,0.3393,0,charliehebdo,553194417239363584
4,10,15,7,0.4138,0,charliehebdo,553194557316542465
9,18,29,3,0.5132,0,charliehebdo,553194632520421376
2,5,10,1,0.4525,0,charliehebdo,553195138156343296
3,17,20,13,0.4861,0,charliehebdo,553195806899970048
7,6,19,4,0.5258,0,charliehebdo,553195808930410496
1,5,6,2,0.0595,0,charliehebdo,553195827397926912
2,5,7,4,0.362,0,charliehebdo,553195852643442688
0,0,1,1,0.0,0,charliehebdo,553195969282867202
7,12,45,29,0.4175,0,charliehebdo,553196035133440000
3,13,19,8,0.4551,0,charliehebdo,553196263064498176
2,17,23,15,0.2884,0,charliehebdo,553196453938855937
2,14,17,7,0.5143,0,charliehebdo,553196571194851328
4,15,24,5,0.6317,0,charliehebdo,553196930768330753
4,11,17,6,0.4952,0,charliehebdo,553196953480495105
3,5,8,1,0.2869,0,charliehebdo,553197181151481857
10,9,21,10,0.5451,0,charliehebdo,553197197618339841
1,19,20,7,-0.0466,0,charliehebdo,553197212726218752
5,13,22,1,0.4607,0,charliehebdo,553198107278987264
3,16,20,1,0.4875,0,charliehebdo,553198268436344832
1,2,3,3,-0.8584,0,charliehebdo,553198344034865152
1,4,5,3,0.2572,0,charliehebdo,553198853487611907
1,6,7,4,0.0919,0,charliehebdo,553199320053592067
11,16,42,23,0.6027,0,charliehebdo,553199664720543744
0,0,1,1,0.0,0,charliehebdo,553200047417196544
10,18,59,27,0.6935,0,charliehebdo,553200085132009475
2,9,11,4,0.0748,0,charliehebdo,553200115079712768
1,2,3,3,-0.1535,0,charliehebdo,553200552142983168
2,17,20,9,0.5082,0,charliehebdo,553200573387124736
3,17,22,21,0.1345,0,charliehebdo,553200726403710976
19,8,79,6,0.7606,0,charliehebdo,553200769671761920
1,11,12,5,0.0657,0,charliehebdo,553201523577331712
1,3,4,2,-0.084,0,charliehebdo,553201539737976833
14,5,32,7,0.3274,0,charliehebdo,553201549997277185
1,4,5,3,-0.0407,0,charliehebdo,553201965002653696
2,8,10,3,0.3221,0,charliehebdo,553203041705664513
1,13,14,6,0.252,0,charliehebdo,553203538579701760
3,3,9,5,0.3368,0,charliehebdo,553204017552457728
6,15,28,2,0.5829,0,charliehebdo,553204399439642624
19,10,74,9,0.5861,0,charliehebdo,553204986474422273
2,18,20,4,0.4373,0,charliehebdo,553205115830951936
15,5,42,25,0.7044,0,charliehebdo,553205261847236608
3,16,20,15,0.1887,0,charliehebdo,553205372719472640
2,17,22,20,0.4697,0,charliehebdo,553205427253829632
10,18,55,16,0.1575,0,charliehebdo,553205492458475520
1,4,5,1,-0.3205,0,charliehebdo,553205691742425088
4,10,23,21,0.3367,0,charliehebdo,553206096131670016
2,9,11,5,0.3525,0,charliehebdo,553206304396038145
5,8,17,14,0.5788,0,charliehebdo,553206989925658624
1,9,10,9,-0.0504,0,charliehebdo,553207216774590464
1,5,6,3,0.267,0,charliehebdo,553207267685060608
2,7,9,5,0.0237,0,charliehebdo,553207514222063618
2,6,11,9,0.1822,0,charliehebdo,553208300607922177
5,9,15,4,0.3078,0,charliehebdo,553208762291339265
1,1,2,1,0.0,0,charliehebdo,553208946350362625
1,9,10,7,0.4391,0,charliehebdo,553209232712294401
2,16,18,2,0.3106,0,charliehebdo,553209341520535552
7,10,21,5,0.2472,0,charliehebdo,553209843939831809
19,5,85,65,0.7174,0,charliehebdo,553209912550240256
14,4,36,25,-0.1066,0,charliehebdo,553209917944131585
3,18,23,15,0.3994,0,charliehebdo,553209983845023745
4,11,15,5,0.525,0,charliehebdo,553210080829906945
19,6,100,11,0.5408,0,charliehebdo,553210306877739008
3,13,22,14,0.2024,0,charliehebdo,553210869010935808
5,6,19,4,0.3387,0,charliehebdo,553211397782654976
8,15,31,17,0.1098,0,charliehebdo,553212333867012096
1,8,9,8,-0.0331,0,charliehebdo,553212338728603648
1,5,6,4,-0.1138,0,charliehebdo,553212702714499074
2,19,21,20,0.5693,0,charliehebdo,553213326277500929
5,14,25,1,0.4602,0,charliehebdo,553213361350262784
2,5,7,5,0.0987,0,charliehebdo,553213362713399297
8,13,38,1,0.4936,0,charliehebdo,553213740137467907
11,8,50,8,0.5959,0,charliehebdo,553214219899117568
1,6,7,5,0.0904,0,charliehebdo,553214358948683776
0,0,1,1,0.0,0,charliehebdo,553214576956043264
1,5,6,4,0.2426,0,charliehebdo,553214597055135744
2,6,8,2,0.1275,0,charliehebdo,553214612569456640
14,15,51,13,0.5185,0,charliehebdo,553214700155330560
5,16,22,11,0.4405,0,charliehebdo,553214726629781505
3,19,22,13,0.5169,0,charliehebdo,553214783647145984
1,2,3,1,-0.0545,0,charliehebdo,553214939838836736
1,19,20,11,0.4071,0,charliehebdo,553215305917665280
1,7,8,6,-0.112,0,charliehebdo,553215313807163392
4,12,20,10,0.5266,0,charliehebdo,553215362058440704
10,14,50,36,0.0174,0,charliehebdo,553215383256432640
10,16,47,4,0.5286,0,charliehebdo,553215523602046976
5,15,24,2,0.4069,0,charliehebdo,553215634864345088
2,18,20,10,0.0517,0,charliehebdo,553215658784456705
6,8,22,13,0.2215,0,charliehebdo,553215879979085829
10,7,24,22,0.3096,0,charliehebdo,553215929107382275
12,10,56,20,0.4133,0,charliehebdo,553216451780554752
1,13,14,8,0.3633,0,charliehebdo,553216460164968449
2,19,21,4,0.1702,0,charliehebdo,553216874130206721
2,11,16,5,0.4657,0,charliehebdo,553218001181605889
3,3,6,2,0.2153,0,charliehebdo,553218083410952192
1,3,4,1,-0.4306,0,charliehebdo,553218279557582849
2,14,16,8,0.2829,0,charliehebdo,553218281705066496
8,14,27,21,0.2293,0,charliehebdo,553218599390040065
7,11,21,8,0.5822,0,charliehebdo,553219047048105985
9,6,22,1,0.1603,0,charliehebdo,553219195056693249
9,16,40,21,0.5484,0,charliehebdo,553219651594125312
1,4,5,4,0.2579,0,charliehebdo,553219770053443585
3,14,21,11,0.5076,0,charliehebdo,553220054184382465
3,16,20,11,0.4046,0,charliehebdo,553220172925132800
4,19,23,11,0.1512,0,charliehebdo,553220369721483266
11,12,35,15,0.4338,0,charliehebdo,553221281181859841
2,18,20,6,0.3423,0,charliehebdo,553221293298819074
1,4,5,1,0.0148,0,charliehebdo,553221319345844225
6,10,16,11,0.3711,0,charliehebdo,553222038379180032
1,6,7,3,0.0994,0,charliehebdo,553222048924049408
6,16,25,12,0.5436,0,charliehebdo,553222727700865025
6,10,34,19,0.6269,0,charliehebdo,553223681409703937
19,4,81,5,0.7626,0,charliehebdo,553223882128490496
3,8,12,4,0.2892,0,charliehebdo,553223992300285952
2,19,23,20,0.4421,0,charliehebdo,553224082213601280
2,12,14,11,0.3871,0,charliehebdo,553224215676354560
13,12,79,21,0.5854,0,charliehebdo,553224402012078081
1,5,6,3,-0.0729,0,charliehebdo,553224764924243969
3,7,11,8,0.2938,0,charliehebdo,553225359928213505
3,7,10,9,-0.0049,0,charliehebdo,553225402282692608
2,4,6,3,0.2992,0,charliehebdo,553225701701066752
1,4,5,3,-0.2449,0,charliehebdo,553225809444749313
3,3,7,2,0.1005,0,charliehebdo,553225828625297408
2,9,12,4,0.2242,0,charliehebdo,553226059836297216
10,5,20,3,0.5277,0,charliehebdo,553226143307161600
1,12,13,7,0.3246,0,charliehebdo,553226479904231424
14,12,41,2,0.3111,0,charliehebdo,553226624976420864
5,17,23,20,0.3516,0,charliehebdo,553227220765130752
2,17,22,7,0.2688,0,charliehebdo,553227238829981698
2,12,15,11,0.5416,0,charliehebdo,553227258782306304
8,16,34,20,0.6931,0,charliehebdo,553227288859664384
2,14,17,12,0.4116,0,charliehebdo,553227389061582848
2,3,5,1,-0.0208,0,charliehebdo,553227441712668672
2,4,6,4,0.1941,0,charliehebdo,553227856046596097
1,20,21,10,0.405,0,charliehebdo,553227906449960961
1,5,6,2,0.2767,0,charliehebdo,553228482927263744
7,13,23,21,0.6083,0,charliehebdo,553228535511650305
5,14,23,7,0.5817,0,charliehebdo,553228537084116993
5,10,36,31,0.704,0,charliehebdo,553229177055219713
2,17,21,17,0.3687,0,charliehebdo,553229592480481281
3,5,8,1,0.2456,0,charliehebdo,553229626756329472
3,17,24,12,0.5198,0,charliehebdo,553229808260632578
3,16,20,10,0.2234,0,charliehebdo,553229948153262081
5,15,21,2,0.255,0,charliehebdo,553229956830875650
6,10,23,14,0.4116,0,charliehebdo,553230256992423936
1,11,12,5,0.2378,0,charliehebdo,553230614712033283
0,0,1,1,0.0,0,charliehebdo,553230661012975618
3,6,11,9,0.476,0,charliehebdo,553231516290269184
0,0,1,1,0.0,0,charliehebdo,553231607449276416
5,13,25,5,0.1915,0,charliehebdo,553231667523883009
0,0,1,1,0.0,0,charliehebdo,553232137931849728
3,11,14,3,0.2064,0,charliehebdo,553232531827740672
2,18,20,16,0.35,0,charliehebdo,553232704708546561
3,12,16,3,0.3725,0,charliehebdo,553233130275221504
7,10,19,5,-0.0893,0,charliehebdo,553233414145310720
7,7,17,8,0.1174,0,charliehebdo,553234456522522624
18,8,56,7,0.6136,0,charliehebdo,553234578086055937
0,0,1,1,0.0,0,charliehebdo,553235271169638400
4,6,10,3,0.3201,0,charliehebdo,553235360722214912
1,5,6,3,-0.1521,0,charliehebdo,553236009081921536
1,19,20,9,0.5986,0,charliehebdo,553462249562832897
7,17,33,20,0.4102,0,charliehebdo,553463773844238337
0,0,1,1,0.0,0,charliehebdo,553464709899616257
6,20,33,10,0.5928,0,charliehebdo,553465105028222976
2,5,7,5,-0.1219,0,charliehebdo,553466755411369985
6,13,30,1,0.2647,0,charliehebdo,553468593141469184
9,14,33,10,0.2928,0,charliehebdo,553469263650906112
10,8,37,7,0.4567,0,charliehebdo,553470907629707266
1,3,4,1,0.1661,0,charliehebdo,553472557978902529
1,14,15,14,-0.0095,0,charliehebdo,553473369539366912
3,8,14,2,0.3478,0,charliehebdo,553473559352606720
2,9,12,4,0.3606,0,charliehebdo,553473629854646272
3,15,22,12,0.4163,0,charliehebdo,553476288103477249
8,15,36,7,0.2735,0,charliehebdo,553478014785187840
19,10,111,7,0.7304,0,charliehebdo,553479280014151681
19,11,44,10,0.5013,0,charliehebdo,553479401296625664
6,16,25,12,0.5741,0,charliehebdo,553480257747963905
1,4,5,3,-0.4515,0,charliehebdo,553480287045554176
5,9,20,5,0.3774,0,charliehebdo,553480333954678784
19,15,147,68,0.762,0,charliehebdo,553480876315901953
4,16,23,14,0.5151,0,charliehebdo,553480900869361664
1,2,3,1,-0.1894,0,charliehebdo,553481335948709888
4,14,21,12,0.5669,0,charliehebdo,553481963864993792
3,5,8,4,0.4132,0,charliehebdo,553483707122995201
0,0,1,1,0.0,0,charliehebdo,553483906096185345
2,5,7,4,0.079,0,charliehebdo,553484530804613120
6,10,27,14,0.0751,0,charliehebdo,553484619426062336
12,9,45,8,0.7301,0,charliehebdo,553485654030446592
1,2,3,2,-0.002,0,charliehebdo,553485866346483713
10,9,58,13,0.5529,0,charliehebdo,553486601146617856
2,10,12,6,0.2776,0,charliehebdo,553487356733313024
3,15,19,7,0.4699,0,charliehebdo,553487579077550082
5,11,27,7,0.3417,0,charliehebdo,553487625815064576
1,21,22,18,0.0091,0,charliehebdo,553488850363101184
9,8,30,3,0.6329,0,charliehebdo,553489837542899712
0,0,1,1,0.0,0,charliehebdo,553489907524829184
3,13,18,8,0.3607,0,charliehebdo,553490160344502273
1,19,20,15,0.5944,0,charliehebdo,553490241445965824
1,4,5,5,-0.1464,0,charliehebdo,553490358748061696
3,13,16,12,0.3926,0,charliehebdo,553491005971132416
13,4,38,14,0.4877,0,charliehebdo,553491517462315008
2,18,20,11,0.3312,0,charliehebdo,553491604917334016
1,11,12,2,0.2626,0,charliehebdo,553491924015783936
9,12,39,19,0.6458,0,charliehebdo,553492305521672192
3,5,9,8,0.4217,0,charliehebdo,553492417023057920
3,15,20,8,0.3356,0,charliehebdo,553493300242432000
1,3,4,1,0.1441,0,charliehebdo,553496228055777280
17,18,51,7,0.5327,0,charliehebdo,553496489641902080
7,13,35,1,0.6279,0,charliehebdo,553496697918468096
1,5,6,1,-0.1027,0,charliehebdo,553497508970631168
2,19,21,14,0.1955,0,charliehebdo,553497730476015617
0,0,1,1,0.0,0,charliehebdo,553497835371757568
3,15,20,20,-0.0106,0,charliehebdo,553498106588049408
1,10,11,9,0.0307,0,charliehebdo,553499806883381249
2,14,20,13,0.5802,0,charliehebdo,553500932521336832
2,11,14,6,0.3479,0,charliehebdo,553501469388058626
3,10,14,11,0.2964,0,charliehebdo,553502749498036224
4,15,20,3,0.2888,0,charliehebdo,553503846258196480
0,0,1,1,0.0,0,charliehebdo,553503995872808961
0,0,1,1,0.0,0,charliehebdo,553505458162782208
0,0,1,1,0.0,0,charliehebdo,553506091389440000
19,14,73,2,0.5387,0,charliehebdo,553506337121107968
5,17,24,3,0.4545,0,charliehebdo,553506946054369280
1,7,8,7,-0.1124,0,charliehebdo,553506985413713920
3,14,24,12,0.6184,0,charliehebdo,553508524320653312
5,16,22,20,0.1309,0,charliehebdo,553509146730176513
1,7,8,3,0.1822,0,charliehebdo,553509181446443008
1,8,9,2,0.3088,0,charliehebdo,553509591888441344
3,15,20,8,0.4637,0,charliehebdo,553511279235964928
2,5,7,4,0.1689,0,charliehebdo,553511977478537216
5,23,31,3,0.088,0,charliehebdo,553512076304728064
15,27,176,15,0.8079,0,charliehebdo,553514329166061568
11,4,25,12,0.1022,0,charliehebdo,553514505633017856
3,17,20,1,0.2232,0,charliehebdo,553515827073261568
1,3,4,2,-0.058,0,charliehebdo,553516197283893248
3,17,23,6,0.4226,0,charliehebdo,553516364879904768
2,10,12,9,0.3244,0,charliehebdo,553517053110657024
2,4,6,3,0.2809,0,charliehebdo,553517080637489154
11,6,21,1,0.2158,0,charliehebdo,553517380995792896
1,8,9,1,0.1741,0,charliehebdo,553517548734791680
5,6,15,2,0.5173,0,charliehebdo,553519997956669440
6,7,14,13,0.1884,0,charliehebdo,553520399300833280
1,2,3,1,-0.7839,0,charliehebdo,553521697350234112
5,10,24,9,0.4971,0,charliehebdo,553522808417157120
1,12,13,9,0.125,0,charliehebdo,553523303453696001
1,4,5,3,-0.0052,0,charliehebdo,553524183594844160
1,7,8,5,0.393,0,charliehebdo,553525290908262400
3,11,14,4,0.2756,0,charliehebdo,553525347266740226
0,0,1,1,0.0,0,charliehebdo,553526191399776257
19,2,25,3,0.2178,0,charliehebdo,553526283033133056
4,12,20,4,0.4889,0,charliehebdo,553526776878469121
5,14,30,17,0.4562,0,charliehebdo,553527807771308034
1,5,6,2,0.101,0,charliehebdo,553527964856352769
2,6,8,6,0.3259,0,charliehebdo,553528503573184514
4,19,23,17,0.248,0,charliehebdo,553528740618436610
1,11,12,2,0.4052,0,charliehebdo,553529789794250753
5,10,24,2,0.4616,0,charliehebdo,553530513580118016
9,10,61,36,0.7459,0,charliehebdo,553531783992868864
4,15,24,1,0.4058,0,charliehebdo,553531802347122689
5,14,31,10,0.4895,0,charliehebdo,553532452472238080
8,18,37,5,0.6268,0,charliehebdo,553532507623546881
1,18,19,13,0.301,0,charliehebdo,553532736187924480
2,18,21,12,0.6046,0,charliehebdo,553533193899368448
1,5,6,5,-0.0523,0,charliehebdo,553533859032477696
5,12,39,17,0.6259,0,charliehebdo,553534934447824896
2,12,14,4,0.4829,0,charliehebdo,553535227214438400
3,14,24,19,0.618,0,charliehebdo,553535468290453504
3,14,18,10,0.4147,0,charliehebdo,553535642848989184
2,18,20,13,0.4527,0,charliehebdo,553535765997969408
2,10,13,12,0.0779,0,charliehebdo,553536358950916096
1,9,10,8,0.1036,0,charliehebdo,553536532960010240
1,3,4,4,-0.1238,0,charliehebdo,553537235463979008
1,19,20,8,0.223,0,charliehebdo,553537280343031808
3,11,19,13,0.5653,0,charliehebdo,553537322218553344
1,3,4,4,-0.2864,0,charliehebdo,553537380209401856
4,13,21,12,0.3254,0,charliehebdo,553537460920389633
2,17,22,9,0.5283,0,charliehebdo,553537551114706945
16,3,28,1,0.2022,0,charliehebdo,553537648938086403
1,4,5,4,0.141,0,charliehebdo,553537740588220416
1,6,7,7,0.0849,0,charliehebdo,553537870431268864
5,18,25,23,0.6332,0,charliehebdo,553538304332017665
2,4,6,5,0.1967,0,charliehebdo,553538456207777792
1,6,7,5,0.3281,0,charliehebdo,553538483474534400
1,8,9,8,0.045,0,charliehebdo,553538523266318336
7,10,39,8,0.5523,0,charliehebdo,553538559609942017
2,18,20,15,0.4376,0,charliehebdo,553538939076624384
1,5,6,6,-0.2749,0,charliehebdo,553538939454509056
0,0,1,1,0.0,0,charliehebdo,553539252374757376
8,6,33,6,0.4125,0,charliehebdo,553539373707186176
3,17,23,20,0.5437,0,charliehebdo,553539504146231298
2,18,21,14,0.3131,0,charliehebdo,553539631149756416
1,17,18,16,0.0661,0,charliehebdo,553539778088816641
2,9,13,4,0.5185,0,charliehebdo,553540131756732416
1,5,6,4,0.3184,0,charliehebdo,553540355317334016
3,6,9,5,0.3994,0,charliehebdo,553540381187780609
1,8,9,7,0.0893,0,charliehebdo,553540478403366912
3,20,25,2,0.3546,0,charliehebdo,553540580912156672
5,14,21,16,0.4106,0,charliehebdo,553540719714271233
1,1,2,2,0.0,0,charliehebdo,553540824768991233
1,17,18,17,0.309,0,charliehebdo,553540872986705920
3,19,22,21,0.4875,0,charliehebdo,553540934118694912
0,0,1,1,0.0,0,charliehebdo,553541197491634176
1,11,12,7,0.3524,0,charliehebdo,553541601482784768
1,1,2,1,0.0,0,charliehebdo,553541834975498240
5,12,21,8,0.5797,0,charliehebdo,553541838494515200
0,0,1,1,0.0,0,charliehebdo,553542093683974144
1,7,8,7,0.2929,0,charliehebdo,553542208214036480
2,15,18,11,0.2216,0,charliehebdo,553542245966958592
1,13,14,13,0.2346,0,charliehebdo,553542282100871168
6,13,19,12,0.58,0,charliehebdo,553542337553764352
1,7,8,7,0.0816,0,charliehebdo,553542417673367552
2,17,20,17,0.2059,0,charliehebdo,553542516772175873
11,7,19,1,0.2783,0,charliehebdo,553542628097019904
14,13,94,28,0.6538,0,charliehebdo,553542784800792577
2,6,8,4,0.4001,0,charliehebdo,553543032642220033
4,10,21,2,0.414,0,charliehebdo,553543144172969984
8,15,39,12,0.3417,0,charliehebdo,553543319423553537
3,7,12,10,0.457,0,charliehebdo,553543395017510912
